date,factor,cum_factor,pre_close,ref_price,kind,event
2015-06-12,0.94736402,0.42591564,119.5,113.21,除權,exright
2015-06-29,0.96491228,0.44957971,114,110,除息,exright
2016-06-20,0.91959799,0.46592806,99.5,91.5,除息,exright
2017-06-23,0.95419847,0.50666494,131,125,除息,exright
2017-07-07,0.83330935,0.53098486,139,115.83,除權,exright
2018-06-15,0.92344498,0.63720017,104.5,96.5,除息,exright
2019-06-19,0.90654206,0.69002505,107,97,除息,exright
2020-07-16,0.90962963,0.76116165,67.5,61.4,除息,exright
2021-08-13,0.93348115,0.83678195,45.1,42.1,除息,exright
2022-06-29,0.96309963,0.89641011,27.1,26.1,除息,exright
2023-06-19,0.96705107,0.93075533,30.35,29.35,除息,exright
2024-06-19,0.96672213,0.96246761,30.05,29.05,除息,exright
2026-02-04,0.99559902,0.99559902,20.45,20.36,除權,exright
