date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-05,0.94353659,0.53364454,164,154.74,除息,exright
2016-07-26,0.94918206,0.56557906,189.5,179.87,除息,exright
2017-07-26,0.93593220,0.59585941,177,165.66,除息,exright
2018-07-26,0.94668508,0.63664805,181,171.35,除息,exright
2019-07-25,0.94908235,0.67250246,212.5,201.68,除息,exright
2020-07-24,0.95207965,0.70858178,226,215.17,除息,exright
2021-08-23,0.95320513,0.74424633,234,223.05,除息,exright
2022-07-01,0.95204819,0.78078297,249,237.06,除息,exright
2023-07-03,0.95764890,0.82010866,319,305.49,除息,exright
2024-07-04,0.95385350,0.85637717,314,299.51,除息,exright
2025-07-03,0.94928453,0.89780786,300.5,285.26,除息,exright
2026-07-03,0.94577320,0.94577320,291,275.22,除息,exright
