date,factor,cum_factor,pre_close,ref_price,kind
2015-07-13,0.91967742,0.46780822,62,57.02,息
2016-07-14,0.91496599,0.50866555,58.8,53.8,息
2017-07-13,0.92163009,0.55593930,63.8,58.8,息
2018-07-16,0.92526158,0.60321305,66.9,61.9,息
2019-07-11,0.93531695,0.65193785,77.3,72.3,息
2020-07-13,0.94337486,0.69702345,88.3,83.3,息
2021-07-15,0.94438265,0.73886160,89.9,84.9,息
2022-06-23,0.93351064,0.78237523,75.2,70.2,息
2023-06-21,0.95689655,0.83809997,116,111,息
2024-06-25,0.96060606,0.87585222,132,126.8,息
2025-06-24,0.95229358,0.91177045,109,103.8,息
2026-06-23,0.95744681,0.95744681,141,135,息
