date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-04,0.90670554,0.69234733,17.15,15.55,息,exright
2016-07-13,0.92173913,0.76358564,23,21.2,息,exright
2017-08-24,0.91099476,0.82841838,19.1,17.4,息,exright
2021-11-08,1.02824859,0.90935581,17.7,18.2,退還股款,reduce
2021-11-19,0.99224377,0.88437350,18.05,17.91,息,exright
2022-09-01,0.89609375,0.89128653,12.8,11.47,權息,exright
2023-10-11,1.00836820,0.99463536,11.95,12.05,退還股款,reduce
2024-09-30,1.04482759,0.98638113,20.3,21.21,退還股款,reduce
2024-10-18,0.97312073,0.94406114,21.95,21.36,息,exright
2025-10-07,1.02846442,0.97013774,13.35,13.73,退還股款,reduce
2025-10-27,0.96794872,0.94328760,15.6,15.1,息,exright
2026-06-25,0.97452229,0.97452229,47.1,45.9,息,exright
