date,factor,cum_factor,pre_close,ref_price,kind
2015-07-08,0.95691383,0.59757665,99.8,95.5,息
2016-07-04,0.93997599,0.62448324,83.3,78.3,息
2017-07-10,0.93946449,0.66436084,85.9,80.7,息
2018-07-05,0.93564356,0.70716972,80.8,75.6,息
2019-07-04,0.94108527,0.75581102,64.5,60.7,息
2020-07-09,0.93700787,0.80312703,63.5,59.5,息
2021-08-19,0.96983759,0.85711877,43.1,41.8,息
2022-07-06,0.98260870,0.88377557,34.5,33.9,息
2023-07-27,0.98063624,0.89941762,36.15,35.45,息
2024-07-01,0.98202824,0.91717763,38.95,38.25,息
2025-06-27,0.96175908,0.93396258,26.15,25.15,息
2026-06-30,0.97109827,0.97109827,25.95,25.2,息
