date,factor,cum_factor,pre_close,ref_price,kind
2015-08-11,0.97807407,0.64706457,33.75,33.01,息
2016-07-25,0.97552448,0.66157011,57.2,55.8,息
2017-07-14,0.96430976,0.67816864,59.4,57.28,息
2018-07-18,0.95388076,0.70326846,44.45,42.4,息
2019-07-19,0.96436059,0.73727083,47.7,46,息
2020-06-23,0.95477387,0.76451779,39.8,38,息
2021-06-28,0.97749648,0.80073179,35.55,34.75,息
2022-06-23,0.98089888,0.81916591,44.5,43.65,息
2023-06-26,0.95559503,0.83511759,56.3,53.8,息
2024-06-20,0.96734694,0.87392417,122.5,118.5,息
2025-06-20,0.95137615,0.90342372,109,103.7,息
2026-06-22,0.94959677,0.94959677,99.2,94.2,息
