date,factor,cum_factor,pre_close,ref_price,kind,event
2018-07-03,0.96412556,0.61839165,22.3,21.5,除息,exright
2019-07-18,0.96174863,0.64140157,18.3,17.6,除息,exright
2020-07-16,0.95226730,0.66691186,20.95,19.95,除息,exright
2021-07-23,0.90066890,0.70034103,29.9,26.93,除權息,exright
2022-07-07,0.94306050,0.77757879,28.1,26.5,除息,exright
2023-07-14,0.95867769,0.82452694,24.2,23.2,除息,exright
2024-06-24,0.97137746,0.86006689,27.95,27.15,除息,exright
2025-02-18,0.96277496,0.88540957,29.55,28.45,除權,exright
2025-06-24,0.97218359,0.91964333,35.95,34.95,除息,exright
2026-06-01,0.97240991,0.94595644,88.8,86.35,除權,exright
2026-08-10,0.97279597,0.97279597,79.4,77.24,除息,exright
