date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-25,0.95081967,0.50471612,12.2,11.6,息,exright
2016-08-25,0.93198847,0.53082212,17.35,16.17,息,exright
2017-08-24,0.89211823,0.56955868,20.3,18.11,權息,exright
2018-08-23,0.92167102,0.63843408,19.15,17.65,息,exright
2019-08-23,0.96197719,0.69269193,13.15,12.65,息,exright
2019-11-25,1.01216730,0.72007106,13.15,13.31,退還股款,reduce
2020-08-25,0.96539792,0.71141506,14.45,13.95,息,exright
2021-08-25,0.94174757,0.73691381,20.6,19.4,息,exright
2022-08-24,0.93486590,0.78249610,26.1,24.4,息,exright
2023-08-24,0.92468619,0.83701428,23.9,22.1,息,exright
2024-08-27,0.97500000,0.90518738,24,23.4,息,exright
2025-08-27,0.95640327,0.92839732,18.35,17.55,息,exright
2026-08-28,0.97071742,0.97071742,34.15,33.15,息,exright
