date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-22,0.95315682,0.91184003,24.55,23.4,息,exright
2016-07-21,0.94094488,0.95665268,25.4,23.9,息,exright
2017-07-20,0.94336283,1.01669364,28.25,26.65,息,exright
2018-07-19,0.93695271,1.07773341,28.55,26.75,息,exright
2019-07-18,0.94003527,1.15025379,28.35,26.65,息,exright
2019-10-07,1.89127789,1.22362833,24.65,46.62,退還股款,reduce
2021-07-22,0.90140845,0.64698495,71,64,息,exright
2022-07-21,0.90709459,0.71774893,59.2,53.7,息,exright
2023-07-13,0.95721925,0.79126139,93.5,89.5,息,exright
2024-07-18,0.95348837,0.82662503,129,123,息,exright
2025-07-17,0.92708333,0.86694820,57.6,53.4,息,exright
2026-07-23,0.93513514,0.93513514,55.5,51.9,息,exright
