date,factor,cum_factor,pre_close,ref_price,kind
2015-07-28,0.96560000,0.48192331,25,24.14,權息
2016-08-04,0.88235294,0.49909208,27.2,24,權息
2017-07-25,0.91341463,0.56563769,24.6,22.47,權息
2018-07-25,0.92059801,0.61925622,30.1,27.71,權息
2019-08-08,0.94602699,0.67266734,33.35,31.55,息
2020-07-13,0.94545455,0.71104456,38.5,36.4,息
2021-04-07,0.96721311,0.75206636,122,118,息
2022-03-24,0.90371389,0.77756014,72.7,65.7,息
2023-03-30,0.95215311,0.86040521,41.8,39.8,息
2024-03-28,0.97076023,0.90364165,34.2,33.2,息
2025-03-26,0.96908810,0.93085977,32.35,31.35,息
2026-03-26,0.96055227,0.96055227,25.35,24.35,息
