date,factor,cum_factor,pre_close,ref_price,kind
2015-07-01,0.94538362,0.51309397,76.9,72.7,息
2016-07-25,0.94176373,0.54273626,60.1,56.6,息
2017-07-10,0.94936709,0.57629769,55.3,52.5,息
2018-07-31,0.89409836,0.60703356,61,54.54,權息
2019-07-11,0.96247655,0.67893376,53.3,51.3,息
2020-07-20,0.95698925,0.70540292,46.5,44.5,息
2021-08-26,0.95685005,0.73710642,46.35,44.35,息
2022-07-14,0.94742376,0.77034684,47.55,45.05,息
2023-07-19,0.95370370,0.81309639,54,51.5,息
2024-07-16,0.95575221,0.85256709,67.8,64.8,息
2025-07-16,0.94601889,0.89203779,74.1,70.1,息
2026-06-24,0.94293866,0.94293866,70.1,66.1,息
