date,factor,cum_factor,pre_close,ref_price,kind
2015-07-08,0.95904437,0.57468496,14.65,14.05,息
2016-06-24,0.96376812,0.59922667,13.8,13.3,息
2017-07-04,0.96167247,0.62175398,14.35,13.8,息
2018-06-25,0.95876289,0.64653403,14.55,13.95,息
2019-06-25,0.96336996,0.67434195,13.65,13.15,息
2020-06-23,0.96065574,0.69998233,15.25,14.65,息
2021-08-03,0.94974874,0.72865055,19.9,18.9,息
2022-06-28,0.93858268,0.76720349,19.05,17.88,息
2023-06-27,0.95501022,0.81740640,24.45,23.35,息
2024-06-28,0.95610687,0.85591377,26.2,25.05,息
2025-06-30,0.94827586,0.89520721,23.2,22,息
2026-06-30,0.94403670,0.94403670,21.8,20.58,息
