date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-08-11,0.89010989,,0.41786798,18.2,16.2,息,exright
2016-08-01,0.94169096,,0.46945662,17.15,16.15,息,exright
2017-07-19,0.94634146,,0.49852514,20.5,19.4,息,exright
2018-07-18,0.97668998,,0.52679203,21.45,20.95,息,exright
2019-07-04,0.96370236,,0.53936463,27.55,26.55,息,exright
2020-07-15,0.95391705,,0.55967968,32.55,31.05,息,exright
2021-08-09,0.85927769,,0.58671735,43.8,37.63,權息,exright
2022-08-01,0.91666667,,0.68280295,30,27.5,息,exright
2023-07-27,0.94146367,,0.74487595,29.95,28.19,息,exright
2024-07-29,0.97226502,,0.79118926,64.9,63.1,息,exright
2025-08-05,0.85350546,,0.81375885,50.7,43.27,權息,exright
2026-08-10,0.95343133,,0.95343133,34.7,33.08,息,exright
