date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2019-07-09,0.99677805,,0.75685915,51.7,51.53,息,exright
2020-07-02,0.96481481,,0.75930560,54,52.1,息,exright
2021-08-09,0.96367113,,0.78699620,52.3,50.4,息,exright
2022-07-05,0.96310680,,0.81666471,51.5,49.6,息,exright
2023-07-05,0.96082474,,0.84794824,48.5,46.6,息,exright
2024-07-02,0.95987328,,0.88252123,47.35,45.45,息,exright
2025-07-08,0.95851528,,0.91941431,45.8,43.9,息,exright
2026-07-01,0.95920673,,0.95920673,47.4,45.46,息,exright
