date,factor,cum_factor,pre_close,ref_price,kind
2015-06-30,0.96589147,0.71777747,32.25,31.15,息
2016-07-04,0.97551020,0.74312434,24.5,23.9,息
2017-07-03,0.98181818,0.76178018,24.75,24.3,息
2018-07-03,0.95874263,0.77588722,25.45,24.4,息
2019-06-20,0.97385621,0.80927581,22.95,22.35,息
2020-06-15,0.96730245,0.83100134,36.7,35.5,息
2021-08-27,0.97772277,0.85909152,80.8,79,息
2022-06-16,0.96893491,0.87866576,67.6,65.5,息
2023-06-07,0.96728462,0.90683673,45.85,44.35,息
2024-06-13,0.97886394,0.93750764,37.85,37.05,息
2025-06-04,0.98116761,0.95775072,26.55,26.05,息
2026-06-03,0.97613365,0.97613365,20.95,20.45,息
