date,factor,cum_factor,pre_close,ref_price,kind,event
2020-07-27,0.94618056,0.64552635,57.6,54.5,除息,exright
2020-10-26,0.98804841,0.68224436,66.1,65.31,除權,exright
2021-04-15,0.94037185,0.69049690,75.3,70.81,除息,exright
2021-12-23,0.96604938,0.73428070,64.8,62.6,除息,exright
2022-07-14,0.98080614,0.76008609,52.1,51.1,除息,exright
2023-01-11,0.97916667,0.77496058,48,47,除息,exright
2023-07-14,0.97331933,0.79144910,47.6,46.33,除息,exright
2024-01-03,0.97272727,0.81314434,55,53.5,除息,exright
2024-07-11,0.98290598,0.83594278,117,115,除息,exright
2024-09-12,0.98332180,0.85048091,144.5,142.09,除權,exright
2024-12-18,0.95884774,0.86490599,121.5,116.5,除息,exright
2025-07-08,0.95172414,0.90202641,87,82.8,除息,exright
2026-01-08,0.98387097,0.94778138,124,122,除息,exright
2026-06-24,0.96331878,0.96331878,114.5,110.3,除息,exright
