date,factor,cum_factor,pre_close,ref_price,kind
2015-08-27,0.92105263,0.48616226,19,17.5,息
2016-08-25,0.94782609,0.52783332,24.15,22.89,息
2017-08-23,0.93927126,0.55688836,24.7,23.2,息
2018-08-24,0.95789474,0.59289407,28.5,27.3,息
2019-08-23,0.93638677,0.61895535,39.3,36.8,息
2020-08-27,0.93968637,0.66100395,41.45,38.95,息
2021-08-20,0.95009980,0.70343039,50.1,47.6,息
2022-08-25,0.92592593,0.74037526,40.5,37.5,息
2023-07-27,0.93902439,0.79960528,41,38.5,息
2024-07-31,0.94956140,0.85152771,45.6,43.3,息
2025-07-31,0.94851995,0.89675897,38.85,36.85,息
2026-07-29,0.94542974,0.94542974,36.65,34.65,息
