date,factor,cum_factor,pre_close,ref_price,kind
2018-07-26,0.99216590,0.61121182,21.7,21.53,息
2019-01-17,0.97788235,0.61603793,21.25,20.78,息
2020-01-30,0.93391720,0.62997141,25.12,23.46,息
2021-01-19,0.96669708,0.67454739,21.92,21.19,息
2021-08-17,0.98985390,0.69778570,24.64,24.39,息
2022-01-18,0.94186047,0.70493807,28.38,26.73,息
2022-08-16,0.99009116,0.74845277,25.23,24.98,息
2023-01-30,0.97086093,0.75594329,22.65,21.99,息
2023-08-16,0.99238965,0.77863190,26.28,26.08,息
2024-01-17,0.96937984,0.78460300,25.8,25.01,息
2024-08-16,0.98962656,0.80938654,28.92,28.62,息
2025-01-17,0.92969822,0.81787068,29.16,27.11,息
2025-08-18,0.93955675,0.87971630,29.78,27.98,息
2026-01-20,0.97663551,0.93630992,29.96,29.26,息
2026-08-18,0.95870968,0.95870968,38.75,37.15,息
