date,factor,cum_factor,pre_close,ref_price,kind
2015-06-30,0.93333333,0.57893738,19.5,18.2,息
2016-07-13,0.93157895,0.62029005,19,17.7,息
2017-07-04,0.93103448,0.66584808,18.85,17.55,息
2018-06-27,0.94050343,0.71517016,21.85,20.55,息
2019-07-16,0.93957845,0.76041207,21.35,20.06,息
2020-03-16,0.94550409,0.80931194,18.35,17.35,息
2021-03-31,0.96650718,0.85595817,20.9,20.2,息
2022-03-31,0.95901639,0.88562008,24.4,23.4,息
2023-03-30,0.96190476,0.92346709,26.25,25.25,息
2024-03-29,0.98747390,0.96004005,23.95,23.65,息
2025-03-27,0.98620690,0.97221815,21.75,21.45,息
2026-03-27,0.98581560,0.98581560,21.15,20.85,息
