date,factor,cum_factor,pre_close,ref_price,kind,event
2017-07-03,0.92500000,0.39591310,40,37,除息,exright
2018-06-27,0.94387211,0.42801416,28.15,26.57,除息,exright
2019-07-22,0.93764434,0.45346626,43.3,40.6,除息,exright
2020-09-21,0.80304054,0.48362288,59.2,47.54,除權息,exright
2020-12-04,0.97916219,0.60223969,46.55,45.58,除息,exright
2021-08-25,0.89397363,0.61505611,53.1,47.47,除權息,exright
2021-12-23,0.97634855,0.68800251,48.2,47.06,除息,exright
2022-04-07,0.92565056,0.70466896,53.8,49.8,除息,exright
2022-12-20,0.97159091,0.76126887,52.8,51.3,除息,exright
2023-04-06,0.93700787,0.78352820,63.5,59.5,除息,exright
2023-12-21,0.97624398,0.83620236,62.3,60.82,除息,exright
2024-03-22,0.95646880,0.85655059,65.7,62.84,除息,exright
2024-12-24,0.99061914,0.89553428,53.3,52.8,除息,exright
2025-04-01,0.94884189,0.90401472,49.65,47.11,除息,exright
2026-04-01,0.95275591,0.95275591,31.75,30.25,除息,exright
