date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-18,0.95945946,0.52345735,22.2,21.3,除息,exright
2016-09-08,0.73873518,0.54557527,25.3,18.69,除權息,exright
2017-08-24,0.97448980,0.73852618,19.6,19.1,除息,exright
2018-08-28,0.98235294,0.75785932,17,16.7,除息,exright
2019-08-26,0.97585513,0.77147356,24.85,24.25,除息,exright
2020-08-27,0.91160221,0.79056157,27.15,24.75,除權息,exright
2021-09-02,0.97136038,0.86722209,20.95,20.35,除息,exright
2022-08-16,0.96134021,0.89279129,19.4,18.65,除息,exright
2023-09-04,0.97421203,0.92869442,34.9,34,除息,exright
2024-08-29,0.97605893,0.95327751,27.15,26.5,除息,exright
2025-09-01,0.98357664,0.97665979,27.4,26.95,除息,exright
2026-09-03,0.99296765,0.99296765,35.55,35.3,除息,exright
