date,factor,cum_factor,pre_close,ref_price,kind
2015-11-24,0.96698459,0.72704875,27.26,26.36,息
2016-11-23,0.96725606,0.75187211,30.54,29.54,息
2017-11-23,0.97012987,0.77732479,38.5,37.35,息
2018-11-22,0.96505718,0.80125849,31.48,30.38,息
2019-11-22,0.96368039,0.83027048,41.3,39.8,息
2020-11-20,0.97594820,0.86156208,54.05,52.75,息
2021-11-19,0.97569693,0.88279489,69.95,68.25,息
2022-11-16,0.96978799,0.90478392,56.6,54.89,息
2023-11-16,0.97281831,0.93297085,69.9,68,息
2024-11-18,0.98058252,0.95903915,103,101,息
2025-11-21,0.97803003,0.97803003,136.55,133.55,息
