date,factor,cum_factor,pre_close,ref_price,kind
2020-11-20,0.96811902,0.74725111,28.23,27.33,息
2021-11-19,0.97107438,0.77185872,36.3,35.25,息
2022-11-16,0.95152309,0.79485026,30.53,29.05,息
2023-08-16,0.98000000,0.83534521,34,33.32,息
2023-11-16,0.97969838,0.85239308,34.48,33.78,息
2024-02-27,0.98844707,0.87005664,37.22,36.79,息
2024-05-17,0.98728514,0.88022582,42.47,41.93,息
2024-08-16,0.98594423,0.89156191,44.11,43.49,息
2024-11-18,0.98582334,0.90427215,45.85,45.2,息
2025-02-21,0.98582474,0.91727606,46.56,45.9,息
2025-05-22,0.98602050,0.93046565,42.92,42.32,息
2025-08-21,0.98723133,0.94365751,46.99,46.39,息
2025-11-21,0.98690365,0.95586261,53.45,52.75,息
2026-02-26,0.98809524,0.96854704,67.2,66.4,息
2026-05-22,0.98964677,0.98021628,82.1,81.25,息
2026-08-21,0.99047085,0.99047085,89.2,88.35,息
