date,factor,cum_factor,pre_close,ref_price,kind,event
2018-05-15,0.96416667,0.65024161,24,23.14,除息,exright
2019-05-14,0.96875000,0.67440789,16,15.5,除息,exright
2020-05-20,0.96992481,0.69616298,13.3,12.9,除息,exright
2021-05-19,0.98285714,0.71774943,17.5,17.2,除息,exright
2022-05-25,0.99164345,0.73026832,71.8,71.2,除息,exright
2023-05-19,0.99081515,0.73642227,43.55,43.15,除息,exright
2024-05-17,0.99598109,0.74324889,42.3,42.13,除息,exright
2024-07-01,0.86964912,0.74624800,57,49.57,除權,exright
2025-05-20,0.99568528,0.85810240,39.4,39.23,除息,exright
2025-07-02,0.86963788,0.86182091,35.9,31.22,除權,exright
2026-06-17,0.99101124,0.99101124,22.25,22.05,除息,exright
