date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-22,0.95893224,0.33429466,243.5,233.5,除息,exright
2016-07-07,0.95320088,0.34861135,226.5,215.9,除息,exright
2017-08-07,0.95477583,0.36572705,256.5,244.9,除息,exright
2018-07-17,0.94638298,0.38305018,235,222.4,除息,exright
2019-07-04,0.95878788,0.40475176,330,316.4,除息,exright
2020-07-30,0.95762712,0.42214944,236,226,除息,exright
2021-10-25,0.94020619,0.44082862,242.5,228,除息,exright
2022-08-18,0.74753191,0.46886377,235,175.67,除權息,exright
2023-08-14,0.86050595,0.62721572,336,289.13,除權息,exright
2024-07-16,0.87184426,0.72889179,244,212.73,除權息,exright
2025-07-29,0.96152381,0.83603439,210,201.92,除息,exright
2025-08-11,0.90822115,0.86948901,208,188.91,除權,exright
2026-08-25,0.95735385,0.95735385,162.5,155.57,除息,exright
