date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-07-14,0.98278830,,0.53297811,29.05,28.55,除息,exright
2016-08-25,0.93692810,,0.54231223,30.6,28.67,除權息,exright
2017-07-27,0.98296422,,0.57881947,58.7,57.7,除息,exright
2018-07-30,0.79516616,,0.58885100,165.5,131.6,除權息,exright
2019-08-26,0.89935829,,0.74053831,93.5,84.09,除權息,exright
2020-08-24,0.98630137,,0.82340744,73,72,除息,exright
2021-06-07,0.98522167,,0.83484365,101.5,100,息,exright
2022-06-14,0.98177400,,0.84736631,82.3,80.8,息,exright
2022-08-29,0.90900000,,0.86309712,80,72.72,權,exright
2023-08-21,0.97005988,,0.94950178,66.8,64.8,息,exright
2024-08-22,0.99207921,,0.97880739,101,100.2,息,exright
2025-08-21,0.99176471,,0.98662222,85,84.3,息,exright
2026-08-20,0.99481481,,0.99481481,135,134.3,息,exright
