date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-20,0.98692308,0.65830691,13,12.83,除息,exright
2016-09-20,0.97864769,0.66702960,14.05,13.75,除息,exright
2017-08-28,0.97916667,0.68158298,24,23.5,除息,exright
2018-08-27,0.94750656,0.69608474,38.1,36.1,除息,exright
2019-08-01,0.93827160,0.73464899,24.3,22.8,除息,exright
2020-07-30,0.97782705,0.78298116,22.55,22.05,除息,exright
2021-10-05,0.97514793,0.80073584,42.25,41.2,除息,exright
2022-07-28,0.95391705,0.82114294,32.55,31.05,除息,exright
2023-08-18,0.95185695,0.86081168,36.35,34.6,除息,exright
2024-08-06,0.97196262,0.90434985,37.45,36.4,除息,exright
2025-07-10,0.94783905,0.93043686,33.55,31.8,除息,exright
2026-07-28,0.98164015,0.98164015,81.7,80.2,除息,exright
