date,factor,cum_factor,pre_close,ref_price,kind
2017-07-31,0.96367764,0.61778770,44.05,42.45,息
2018-07-18,0.95782313,0.64107299,58.8,56.32,息
2019-07-09,0.93741007,0.66930205,55.6,52.12,息
2020-07-22,0.91657977,0.71399068,47.95,43.95,息
2021-08-23,0.97604790,0.77897276,41.75,40.75,息
2022-05-26,0.95709178,0.79808866,41.95,40.15,息
2023-08-08,0.94322581,0.83386848,38.75,36.55,息
2024-07-30,0.97282609,0.88406029,36.8,35.8,息
2025-07-30,0.96590909,0.90875471,35.2,34,息
2026-07-20,0.94082840,0.94082840,33.8,31.8,息
