date,factor,cum_factor,pre_close,ref_price,kind
2015-08-26,0.93808050,0.56939678,16.15,15.15,息
2016-08-29,0.95821727,0.60698072,35.9,34.4,息
2017-07-27,0.94047619,0.63344791,33.6,31.6,息
2018-07-26,0.95000000,0.67353955,32,30.4,息
2019-07-25,0.95390071,0.70898900,28.2,26.9,息
2020-07-23,0.94466403,0.74325241,25.3,23.9,息
2021-08-19,0.97022333,0.78679020,20.15,19.55,息
2022-07-14,0.98211091,0.81093722,27.95,27.45,息
2023-07-20,0.94759825,0.82570839,34.35,32.55,息
2024-07-18,0.97222222,0.87136968,72,70,息
2025-07-17,0.93348115,0.89626596,45.1,42.1,息
2026-07-16,0.96013289,0.96013289,30.1,28.9,息
