date,factor,cum_factor,pre_close,ref_price,kind
2015-06-25,0.93066089,0.43880826,46.15,42.95,息
2016-06-24,0.92592593,0.47150178,44.55,41.25,息
2017-06-28,0.93891403,0.50922192,44.2,41.5,息
2018-07-05,0.92465016,0.54235202,46.45,42.95,息
2019-07-08,0.93013972,0.58654834,50.1,46.6,息
2020-07-06,0.93189964,0.63060240,55.8,52,息
2021-08-06,0.93406593,0.67668489,54.6,51,息
2022-07-06,0.93164062,0.72445088,51.2,47.7,息
2023-07-06,0.93194707,0.77760765,52.9,49.3,息
2024-07-04,0.94339623,0.83439036,53,50,息
2025-07-03,0.94117647,0.88445378,51,48,息
2026-07-02,0.93973214,0.93973214,44.8,42.1,息
