date,factor,cum_factor,pre_close,ref_price,kind
2015-08-27,0.97799511,0.79907564,409,400,息
2016-08-29,0.97390181,0.81705484,387,376.9,息
2017-08-29,0.97967980,0.83894992,406,397.75,息
2018-08-29,0.98768473,0.85635114,406,401,息
2019-08-27,0.97205882,0.86702884,340,330.5,息
2020-08-27,0.97519380,0.89195100,322.5,314.5,息
2021-08-26,0.98323288,0.91463974,365,358.88,息
2022-08-30,0.97650108,0.93023714,463,452.12,息
2023-08-29,0.97757848,0.95262274,892,872,息
2024-08-29,0.98873810,0.97447189,1260,1245.81,息
2025-08-28,0.98904762,0.98557130,2940,2907.8,息
2026-08-27,0.99648518,0.99648518,14510,14459,息
