date,factor,cum_factor,pre_close,ref_price,kind
2015-08-06,0.87812500,0.51010857,73.6,64.63,權息
2016-06-21,0.96737357,0.58090656,61.3,59.3,息
2017-06-20,0.95446266,0.60049868,54.9,52.4,息
2018-07-05,0.94594595,0.62914843,55.5,52.5,息
2019-06-19,0.94555354,0.66509977,55.1,52.1,息
2020-07-02,0.95565410,0.70339726,45.1,43.1,息
2021-09-14,0.96632997,0.73603750,59.4,57.4,息
2022-07-04,0.94642857,0.76168341,56,53,息
2023-03-28,0.94434137,0.80479757,53.9,50.9,息
2024-03-26,0.94940978,0.85223161,59.3,56.3,息
2025-03-25,0.94642857,0.89764359,56,53,息
2026-04-01,0.94845361,0.94845361,58.2,55.2,息
