date,factor,cum_factor,pre_close,ref_price,kind
2015-07-07,0.94082840,0.55010587,16.9,15.9,息
2017-07-18,0.92462312,0.58470372,19.9,18.4,息
2018-06-28,0.93063584,0.63236978,17.3,16.1,息
2019-07-02,0.92459605,0.67950294,27.85,25.75,息
2020-07-15,0.95024876,0.73491871,20.1,19.1,息
2021-08-17,0.95000000,0.77339613,20,19,息
2022-07-14,0.96417910,0.81410119,16.75,16.15,息
2023-07-13,0.96913580,0.84434643,16.2,15.7,息
2024-07-16,0.96815287,0.87123645,31.4,30.4,息
2025-07-10,0.94832041,0.89989554,19.35,18.35,息
2026-07-14,0.94893617,0.94893617,23.5,22.3,息
