date,factor,cum_factor,pre_close,ref_price,kind
2015-08-04,0.91051454,0.51949268,22.35,20.35,息
2016-08-18,0.90940767,0.57054848,28.7,26.1,息
2017-08-18,0.91139241,0.62738472,23.7,21.6,息
2018-08-16,0.93273543,0.68838046,22.3,20.8,息
2019-07-29,0.95337995,0.73802328,21.45,20.45,息
2020-08-21,0.95102041,0.77411244,24.5,23.3,息
2021-08-24,0.94444444,0.81398089,21.6,20.4,息
2023-08-31,0.98058252,0.86186212,25.75,25.25,息
2024-07-16,0.98554913,0.87892870,34.6,34.1,息
2025-07-16,0.98281787,0.89181621,29.1,28.6,息
2026-07-07,0.90740741,0.90740741,21.6,19.6,息
