date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-31,0.95733333,0.51237162,75,71.8,除息,exright
2016-06-30,0.95604396,0.53520713,91,87,除息,exright
2017-03-01,0.98341772,0.55981435,79,77.69,除權,exright
2017-07-28,0.95586207,0.56925388,72.5,69.3,除息,exright
2018-07-13,0.96101949,0.59553977,66.7,64.1,除息,exright
2019-07-29,0.91439024,0.61969583,82,74.98,除權息,exright
2020-07-07,0.95294118,0.67771483,76.5,72.9,除息,exright
2021-10-05,0.90534826,0.71118223,80.4,72.79,除權息,exright
2022-06-24,0.97759104,0.78553444,71.4,69.8,除息,exright
2023-07-20,0.89271318,0.80354096,129,115.16,除權息,exright
2024-06-27,0.97823129,0.90011100,73.5,71.9,除息,exright
2025-06-25,0.97480315,0.92014129,63.5,61.9,除息,exright
2026-07-07,0.94392523,0.94392523,53.5,50.5,除息,exright
