date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2015-06-26,0.98357964,,0.39552632,60.9,59.9,除息,exright
2015-08-11,0.79361345,,0.40212943,59.5,47.22,除權,exright
2016-06-30,0.93478261,,0.50670693,46,43,除息,exright
2017-06-29,0.93429158,,0.54205858,48.7,45.5,除息,exright
2018-06-26,0.93234672,,0.58018138,47.3,44.1,除息,exright
2019-06-18,0.93868450,,0.62228071,44.85,42.1,除息,exright
2020-06-11,0.93902439,,0.66292850,49.2,46.2,除息,exright
2021-07-16,0.93574297,,0.70597580,49.8,46.6,除息,exright
2022-06-14,0.93939394,,0.75445483,49.5,46.5,除息,exright
2023-06-15,0.94572864,,0.80312933,49.75,47.05,除息,exright
2024-06-05,0.94989980,,0.84921752,49.9,47.4,除息,exright
2025-06-05,0.94860335,,0.89400748,44.75,42.45,除息,exright
2026-06-04,0.94244604,,0.94244604,41.7,39.3,除息,exright
