date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2019-07-23,0.98840349,,0.74336040,62.95,62.22,除息,exright
2019-10-24,0.98998410,,0.75208192,62.9,62.27,除息,exright
2020-02-04,0.98903226,,0.75969091,62,61.32,除息,exright
2020-04-21,0.98939394,,0.76811540,59.4,58.77,除息,exright
2020-07-21,0.98964077,,0.77634941,59.85,59.23,除息,exright
2020-10-22,0.98953688,,0.78447598,58.3,57.69,除息,exright
2021-01-20,0.98951049,,0.79277084,57.2,56.6,除息,exright
2021-04-21,0.98977072,,0.80117477,56.7,56.12,除息,exright
2021-07-20,0.99009726,,0.80945491,56.55,55.99,除息,exright
2021-10-20,0.99036574,,0.81755090,56.05,55.51,除息,exright
2022-01-19,0.98992537,,0.82550402,53.6,53.06,除息,exright
2022-04-21,0.98944282,,0.83390530,51.15,50.61,除息,exright
2022-07-19,0.98965854,,0.84280293,51.25,50.72,除息,exright
2022-10-20,0.99011194,,0.85160982,53.6,53.07,除息,exright
2023-01-31,0.98992395,,0.86011468,52.6,52.07,除息,exright
2023-04-26,0.99040452,,0.86886945,53.15,52.64,除息,exright
2023-07-19,0.99027128,,0.87728745,53.45,52.93,除息,exright
2023-10-24,0.99037239,,0.88590618,55.05,54.52,除息,exright
2024-01-18,0.99002720,,0.89451826,55.15,54.6,除息,exright
2024-04-23,0.99043401,,0.90352897,56.45,55.91,除息,exright
2024-07-17,0.99024390,,0.91225560,57.4,56.84,除息,exright
2024-10-22,0.99017544,,0.92124334,57,56.44,除息,exright
2025-01-16,0.99025641,,0.93038395,58.5,57.93,除息,exright
2025-04-22,0.98983635,,0.93953843,58.05,57.46,除息,exright
2025-07-17,0.98950382,,0.94918562,52.4,51.85,除息,exright
2025-10-21,0.98974820,,0.95925413,55.6,55.03,除息,exright
2026-01-20,0.98966725,,0.96919007,57.1,56.51,除息,exright
2026-04-21,0.98950131,,0.97930902,57.15,56.55,除息,exright
2026-07-21,0.98969957,,0.98969957,58.25,57.65,除息,exright
