date,factor,cum_factor,pre_close,ref_price,kind
2015-07-22,0.92555831,0.54473979,20.15,18.65,息
2016-07-20,0.93730408,0.58855264,15.95,14.95,息
2017-07-24,0.93630573,0.62792071,15.7,14.7,息
2018-07-24,0.96065574,0.67063640,15.25,14.65,息
2019-07-24,0.93197279,0.69810274,22.05,20.55,息
2020-07-22,0.93920973,0.74905915,16.45,15.45,息
2021-07-29,0.96987952,0.79754194,16.6,16.1,息
2022-08-02,0.97902098,0.82231032,14.3,14,息
2023-07-26,0.96648045,0.83993126,17.9,17.3,息
2024-07-30,0.96468700,0.86906182,31.15,30.05,息
2025-07-15,0.94648829,0.90087440,29.9,28.3,息
2026-07-29,0.95180723,0.95180723,20.75,19.75,息
