date,factor,cum_factor,pre_close,ref_price,kind,event
2016-08-08,0.97413793,0.54397515,11.6,11.3,除息,exright
2017-08-08,0.98360656,0.55841697,12.2,12,除息,exright
2018-08-14,0.97520661,0.56772392,12.1,11.8,除息,exright
2019-08-01,0.98765432,0.58215758,16.2,16,除息,exright
2020-07-31,0.98742138,0.58943455,23.85,23.55,除息,exright
2021-10-18,0.84161290,0.59694327,31,26.09,除權息,exright
2022-08-26,0.82393443,0.70928483,30.5,25.13,除權息,exright
2023-06-29,0.95495495,0.86085107,22.2,21.2,除息,exright
2024-08-29,0.96954315,0.90145725,49.25,47.75,除息,exright
2025-07-30,0.92977528,0.92977528,35.6,33.1,除息,exright
