date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-25,0.97202247,0.75981481,178,173.02,除息,exright
2016-08-23,0.98401294,0.78168441,309,304.06,除息,exright
2017-08-28,0.98092374,0.79438427,465.5,456.62,除息,exright
2018-08-27,0.97349241,0.80983286,461,448.78,除息,exright
2019-08-26,0.97855401,0.83188410,574,561.69,除息,exright
2020-08-24,0.98604630,0.85011568,1080,1064.93,除息,exright
2021-03-05,0.99243154,0.86214580,1205,1195.88,除息,exright
2021-08-23,0.99220988,0.86872068,1620,1607.38,除息,exright
2022-03-03,0.99261658,0.87554126,1930,1915.75,除息,exright
2022-08-23,0.98035560,0.88205383,928,909.77,除息,exright
2023-03-09,0.97771984,0.89972845,978,956.21,除息,exright
2023-08-24,0.98863291,0.92023136,790,781.02,除息,exright
2024-03-07,0.99549309,0.93081198,1085,1080.11,除息,exright
2024-08-22,0.98987147,0.93502606,778,770.12,除息,exright
2025-03-04,0.98913897,0.94459341,662,654.81,除息,exright
2025-08-21,0.98802581,0.95496531,775,765.72,除息,exright
2026-04-02,0.98151452,0.96653884,482,473.09,除息,exright
2026-08-20,0.98474227,0.98474227,582,573.12,除息,exright
