date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-24,0.96160000,0.47637977,12.5,12.02,除息,exright
2016-08-19,0.96336207,0.49540325,23.2,22.35,除息,exright
2017-07-27,0.92141454,0.51424409,25.45,23.45,除息,exright
2018-07-26,0.92519084,0.55810286,32.75,30.3,除息,exright
2019-08-05,0.90536278,0.60322999,31.7,28.7,除息,exright
2020-07-23,0.94900000,0.66628539,30,28.47,除息,exright
2021-06-24,0.93750000,0.70209209,43.2,40.5,除息,exright
2022-06-23,0.93181818,0.74889823,44,41,除息,exright
2023-07-13,0.92000000,0.80369566,52.5,48.3,除息,exright
2024-07-22,0.96000000,0.87358224,112.5,108,除息,exright
2025-07-24,0.94954591,0.90998150,99.1,94.1,除息,exright
2026-07-22,0.95833333,0.95833333,144,138,除息,exright
