date,factor,cum_factor,pre_close,ref_price,kind
2015-09-01,0.93705293,0.51371329,34.95,32.75,息
2016-08-31,0.96357616,0.54822228,30.2,29.1,息
2017-08-30,0.96715328,0.56894545,27.4,26.5,息
2018-08-30,0.97356828,0.58826813,45.4,44.2,息
2019-07-24,0.94017094,0.60423921,46.8,44,息
2020-07-23,0.93520518,0.64269080,46.3,43.3,息
2021-08-05,0.93314066,0.68721903,51.9,48.43,息
2022-07-28,0.92350956,0.73645814,44.45,41.05,息
2023-07-20,0.94866071,0.79745589,44.8,42.5,息
2024-07-18,0.95248869,0.84061232,44.2,42.1,息
2025-07-17,0.94500000,0.88254310,40,37.8,息
2026-07-16,0.93390805,0.93390805,34.8,32.5,息
