date,factor,cum_factor,pre_close,ref_price,kind
2015-07-09,0.93782772,0.61606269,133.5,125.2,息
2016-07-13,0.95774648,0.65690390,106.5,102,息
2017-07-20,0.96202532,0.68588496,118.5,114,息
2018-07-19,0.96912752,0.71295936,149,144.4,息
2019-07-10,0.96074074,0.73567137,135,129.7,息
2020-07-15,0.95238095,0.76573350,105,100,息
2021-08-19,0.97407407,0.80402017,108,105.2,息
2022-07-05,0.96551724,0.82541995,116,112,息
2023-07-13,0.95594714,0.85489923,113.5,108.5,息
2024-07-11,0.96226415,0.89429551,106,102,息
2025-07-10,0.95065789,0.92936592,91.2,86.7,息
2026-07-09,0.97760291,0.97760291,82.6,80.75,息
