date,factor,cum_factor,pre_close,ref_price,kind,event
2017-08-07,0.88431907,0.35887416,257,227.27,除權息,exright
2018-06-28,0.95563140,0.40581977,146.5,140,除息,exright
2019-06-27,0.96187683,0.42466140,170.5,164,除息,exright
2019-08-22,0.90907317,0.44149249,205,186.36,除權,exright
2020-08-05,0.77325905,0.48565122,179.5,138.8,除權息,exright
2021-08-24,0.87150376,0.62805759,133,115.91,除權息,exright
2022-02-10,0.98266055,0.72065965,109,107.11,除權,exright
2022-06-29,0.96059113,0.73337598,101.5,97.5,除息,exright
2023-07-04,0.96466431,0.76346320,141.5,136.5,除息,exright
2024-08-01,0.85349442,0.79142889,269,229.59,除權息,exright
2025-07-03,0.96658228,0.92728068,118.5,114.54,除息,exright
2026-06-30,0.95933962,0.95933962,106,101.69,除權息,exright
