date,factor,cum_factor,pre_close,ref_price,kind,event
2015-09-24,0.95247148,0.45836503,26.3,25.05,除息,exright
2016-09-12,0.94931774,0.48123754,25.65,24.35,除息,exright
2017-07-25,0.91165919,0.50692989,22.3,20.33,除息,exright
2018-07-17,0.93280423,0.55605197,18.9,17.63,除息,exright
2019-07-11,0.93279570,0.59610790,18.6,17.35,除息,exright
2020-08-03,0.92191235,0.63905516,25.1,23.14,除權息,exright
2021-08-26,0.93114754,0.69318429,24.4,22.72,除息,exright
2022-06-30,0.94688222,0.74444087,21.65,20.5,除息,exright
2023-06-30,0.93821138,0.78620219,30.75,28.85,除息,exright
2024-07-01,0.94670051,0.83797980,39.4,37.3,除息,exright
2025-06-16,0.92882562,0.88515829,28.1,26.1,除息,exright
2026-06-16,0.95298651,0.95298651,25.95,24.73,除息,exright
