date,factor,cum_factor,pre_close,ref_price,kind,event
2016-06-22,0.92233010,0.50358889,51.5,47.5,除息,exright
2017-07-06,0.92857143,0.54599638,56,52,除息,exright
2018-06-28,0.94277539,0.58799610,34.95,32.95,除息,exright
2019-06-18,0.94186047,0.62368630,43,40.5,除息,exright
2020-07-10,0.94834711,0.66218546,48.4,45.9,除息,exright
2021-06-11,0.93269231,0.69825220,52,48.5,除息,exright
2022-06-09,0.96014815,0.74864154,67.5,64.81,除息,exright
2023-02-13,0.96694491,0.77971461,59.9,57.92,除權,exright
2023-04-20,0.94601889,0.80636922,74.1,70.1,除息,exright
2024-07-04,0.95205479,0.85238173,58.4,55.6,除息,exright
2025-07-03,0.95009980,0.89530742,50.1,47.6,除息,exright
2026-07-31,0.94232987,0.94232987,43.35,40.85,除息,exright
