date,factor,cum_factor,pre_close,ref_price,kind
2026-01-20,0.99410029,0.95308960,10.17,10.11,息
2026-02-25,0.99415774,0.95874592,10.27,10.21,息
2026-03-17,0.99404762,0.96438008,10.08,10.02,息
2026-04-20,0.99402390,0.97015481,10.04,9.98,息
2026-05-19,0.99392713,0.97598740,9.88,9.82,息
2026-06-16,0.99401198,0.98195067,10.02,9.96,息
2026-07-16,0.99395770,0.98786603,9.93,9.87,息
2026-08-18,0.99387130,0.99387130,9.79,9.73,息
