date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2024-10-31,0.99494949,,0.89398001,9.9,9.85,除息,exright
2024-12-04,0.99509804,,0.89851798,10.2,10.15,除息,exright
2025-01-03,0.99492901,,0.90294418,9.86,9.81,除息,exright
2025-02-12,0.99495968,,0.90754634,9.92,9.87,除息,exright
2025-03-07,0.99500000,,0.91214384,10,9.95,除息,exright
2025-04-02,0.99599198,,0.91672748,9.98,9.94,除息,exright
2025-05-05,0.99457701,,0.92041652,9.22,9.17,除息,exright
2025-06-04,0.99431818,,0.92543515,8.8,8.75,除息,exright
2025-07-03,0.99433107,,0.93072335,8.82,8.77,除息,exright
2025-07-31,0.99554566,,0.93602964,8.98,8.94,除息,exright
2025-09-03,0.99566631,,0.94021770,9.23,9.19,除息,exright
2025-10-02,0.99578059,,0.94431005,9.48,9.44,除息,exright
2025-11-03,0.99580713,,0.94831136,9.54,9.5,除息,exright
2025-12-04,0.99583333,,0.95230425,9.6,9.56,除息,exright
2026-01-02,0.99581590,,0.95628879,9.56,9.52,除息,exright
2026-02-03,0.99585062,,0.96030681,9.64,9.6,除息,exright
2026-03-12,0.99582027,,0.96430809,9.57,9.53,除息,exright
2026-04-01,0.99469777,,0.96835555,9.43,9.38,除息,exright
2026-05-04,0.99466382,,0.97351736,9.37,9.32,除息,exright
2026-06-03,0.99471459,,0.97874009,9.46,9.41,除息,exright
2026-07-02,0.99474238,,0.98394062,9.51,9.46,除息,exright
2026-07-31,0.99461207,,0.98914116,9.28,9.23,除息,exright
2026-09-02,0.99449945,,0.99449945,9.09,9.04,除息,exright
