date,factor,cum_factor,pre_close,ref_price,kind,event
2015-11-17,1.44506104,0.89837352,9.01,13.02,彌補虧損,reduce
2016-08-24,0.97682119,0.62168552,15.1,14.75,除息,exright
2017-08-28,0.95895522,0.63643738,13.4,12.85,除息,exright
2019-08-22,0.98000000,0.66367789,15,14.7,除息,exright
2020-08-20,0.97590361,0.67722233,12.45,12.15,除息,exright
2022-07-11,0.93610586,0.69394387,26.45,24.76,除權息,exright
2023-08-24,0.87855974,0.74130919,30.55,26.84,除權息,exright
2024-08-26,0.96131148,0.84377778,30.5,29.32,除權息,exright
2025-09-03,0.91296296,0.87773610,43.2,39.44,除權息,exright
2026-08-24,0.96141479,0.96141479,31.1,29.9,除息,exright
