date,factor,cum_factor,pre_close,ref_price,kind
2015-07-23,0.94482759,0.57879671,36.25,34.25,息
2016-07-21,0.95716034,0.61259506,81.7,78.2,息
2017-07-20,0.94059406,0.64001300,50.5,47.5,息
2018-07-19,0.97389034,0.68043487,38.3,37.3,息
2019-07-18,0.98655462,0.69867709,59.5,58.7,息
2020-07-15,0.98728814,0.70819910,118,116.5,息
2021-09-15,0.93397359,0.71731754,83.3,77.8,息
2022-07-26,0.91708126,0.76802765,60.3,55.3,息
2023-07-17,0.92982456,0.83746957,57,53,息
2024-07-19,0.97576737,0.90067482,61.9,60.4,息
2025-06-16,0.94749403,0.92304257,41.9,39.7,息
2026-06-25,0.97419355,0.97419355,38.75,37.75,息
