date,factor,cum_factor,pre_close,ref_price,kind
2015-06-30,0.95759494,0.71931669,158,151.3,息
2015-11-16,0.99630094,0.75117010,159.5,158.91,權
2016-07-07,0.96835443,0.75395904,158,153,息
2017-07-03,0.96996997,0.77859823,166.5,161.5,息
2018-07-02,0.95433790,0.80270343,109.5,104.5,息
2019-07-02,0.96884735,0.84111030,160.5,155.5,息
2020-07-02,0.97050147,0.86815564,169.5,164.5,息
2021-07-20,0.98214286,0.89454335,308,302.5,息
2022-06-29,0.97669492,0.91080778,236,230.5,息
2023-06-30,0.97184549,0.93254072,349.5,339.66,息
2024-06-18,0.98173295,0.95955656,352,345.57,息
2025-06-17,0.98252185,0.97741097,400.5,393.5,息
2026-06-17,0.99479821,0.99479821,2230,2218.4,息
