date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-30,0.92176471,0.46340419,51,47.01,除息,exright
2016-08-10,0.94002789,0.50273588,71.7,67.4,除息,exright
2017-07-27,0.93813559,0.53480953,59,55.35,除息,exright
2018-08-02,0.91659125,0.57007701,66.3,60.77,除息,exright
2019-07-17,0.93633277,0.62195336,58.9,55.15,除息,exright
2020-08-03,0.93066202,0.66424393,57.4,53.42,除息,exright
2021-08-03,0.95293040,0.71373272,54.6,52.03,除息,exright
2022-08-12,0.94907873,0.74898725,59.7,56.66,除息,exright
2023-08-30,0.88648925,0.78917294,97.7,86.61,除權息,exright
2024-08-01,0.95411765,0.89022279,93.5,89.21,除息,exright
2025-07-31,0.95194229,0.93303252,90.1,85.77,除息,exright
2026-07-23,0.98013559,0.98013559,147.5,144.57,除息,exright
