date,factor,cum_factor,pre_close,ref_price,kind,event
2015-07-22,0.92755776,0.37709635,60.6,56.21,除權息,exright
2016-07-12,0.82691552,0.40654757,50.9,42.09,除權息,exright
2017-07-06,0.93606138,0.49164341,39.1,36.6,除息,exright
2018-07-04,0.92479109,0.52522561,35.9,33.2,除息,exright
2019-07-04,0.95354449,0.56793974,33.15,31.61,除息,exright
2020-07-02,0.94251337,0.59560906,37.4,35.25,除息,exright
2021-08-02,0.96093750,0.63193699,38.4,36.9,除息,exright
2022-06-28,0.93908629,0.65762549,49.25,46.25,除息,exright
2023-06-13,0.96260163,0.70028228,61.5,59.2,除息,exright
2023-07-14,0.81967480,0.72748919,61.5,50.41,除權,exright
2024-06-27,0.98329854,0.88753393,47.9,47.1,除息,exright
2025-06-30,0.94644936,0.90260881,42.95,40.65,除息,exright
2026-06-23,0.95367893,0.95367893,59.8,57.03,除息,exright
