date,factor,cum_factor,pre_close,ref_price,kind
2015-08-26,0.94437086,0.63117667,37.75,35.65,息
2016-10-25,0.96212121,0.66835679,66,63.5,息
2017-08-23,0.96842105,0.69467005,104.5,101.2,息
2018-08-23,0.95454545,0.71732233,88,84,息
2019-08-27,0.95261845,0.75148054,80.2,76.4,息
2020-08-27,0.96425532,0.78885784,117.5,113.3,息
2021-08-26,0.97411765,0.81810058,212.5,207,息
2022-08-24,0.95594406,0.83983756,143,136.7,息
2023-08-24,0.96582278,0.87854258,158,152.6,息
2024-08-26,0.96985507,0.90963124,172.5,167.3,息
2025-08-22,0.96038961,0.93790430,154,147.9,息
2026-08-27,0.97658730,0.97658730,252,246.1,息
