date,factor,cum_factor,pre_close,ref_price,kind
2015-07-22,0.95698925,0.53274637,93,89,息
2016-07-28,0.95391705,0.55669002,86.8,82.8,息
2017-07-19,0.95145631,0.58358326,82.4,78.4,息
2018-07-17,0.95270270,0.61335792,88.8,84.6,息
2019-07-31,0.94400000,0.64380831,75,70.8,息
2020-07-28,0.93859649,0.68200033,68.4,64.2,息
2021-08-13,0.95625000,0.72661717,96,91.8,息
2022-08-09,0.94438265,0.75986110,89.9,84.9,息
2023-08-01,0.96228956,0.80461146,148.5,142.9,息
2024-08-08,0.94444444,0.83614277,126,119,息
2025-07-31,0.94017094,0.88532764,117,110,息
2026-07-30,0.94166667,0.94166667,120,113,息
