date,factor,cum_factor,pre_close,ref_price,kind
2015-07-14,0.94587946,0.56788455,40.65,38.45,息
2016-07-07,0.95967742,0.60037730,24.8,23.8,息
2017-07-06,0.97648903,0.62560323,31.9,31.15,息
2018-07-02,0.96417910,0.64066591,33.5,32.3,息
2019-07-11,0.94797688,0.66446774,34.6,32.8,息
2020-07-01,0.93929712,0.70093244,31.3,29.4,息
2021-07-29,0.98073836,0.74623079,62.3,61.1,息
2022-06-27,0.93250844,0.76088671,44.45,41.45,息
2023-07-06,0.93969849,0.81595692,49.75,46.75,息
2024-06-27,0.95869191,0.86831779,58.1,55.7,息
2025-06-18,0.94511149,0.90573185,58.3,55.1,息
2026-06-16,0.95833333,0.95833333,67.2,64.4,息
