date,factor,cum_factor,pre_close,ref_price,kind,event
2018-05-14,0.95689655,0.42211610,11.6,11.1,除息,exright
2019-06-17,0.89482759,0.44113034,11.6,10.38,除權息,exright
2020-05-20,0.93750000,0.49297803,8.8,8.25,除息,exright
2021-06-09,0.91814159,0.52584324,22.6,20.75,除權息,exright
2022-06-17,0.90385965,0.57272564,14.25,12.88,除權息,exright
2023-06-15,0.97260274,0.63364444,25.55,24.85,除權息,exright
2023-10-11,0.97176471,0.65149358,17,16.52,除權,exright
2024-06-25,0.88969957,0.67042318,23.3,20.73,除權息,exright
2024-10-07,0.94141414,0.75353883,19.8,18.64,除權,exright
2025-07-04,0.89812734,0.80043288,13.35,11.99,除權息,exright
2026-07-03,0.89122427,0.89122427,46.15,41.13,除權息,exright
