date,factor,cum_factor,pre_close,ref_price,kind
2015-08-20,0.92647059,0.51259290,34,31.5,息
2016-08-11,0.94343891,0.55327488,44.2,41.7,息
2017-08-15,0.93411765,0.58644483,42.5,39.7,息
2018-08-15,0.93333333,0.62780618,37.5,35,息
2019-08-15,0.94943110,0.67264948,39.55,37.55,息
2020-07-30,0.96644295,0.70847635,74.5,72,息
2021-08-20,0.96591928,0.73307622,111.5,107.7,息
2022-07-15,0.91749175,0.75894149,90.9,83.4,息
2023-07-04,0.92723493,0.82719163,96.2,89.2,息
2024-06-20,0.96103896,0.89210577,115.5,111,息
2025-06-16,0.94693878,0.92827222,98,92.8,息
2026-06-16,0.98028747,0.98028747,243.5,238.7,息
