date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-17,0.97112299,0.59475663,28.05,27.24,除息,exright
2016-07-28,0.98571429,0.61244213,21,20.7,除息,exright
2017-07-31,0.97346437,0.62131810,20.35,19.81,除息,exright
2018-08-23,0.98305085,0.63825458,17.7,17.4,除息,exright
2019-08-22,0.94157303,0.64925897,17.8,16.76,除息,exright
2020-04-16,0.89007264,0.68954712,20.65,18.38,除權,exright
2020-08-03,0.97435897,0.77470881,23.4,22.8,除息,exright
2021-08-02,0.97407407,0.79509589,21.6,21.04,除息,exright
2022-07-13,0.97032641,0.81625814,16.85,16.35,除息,exright
2023-07-11,0.97341513,0.84122016,24.45,23.8,除息,exright
2024-04-11,0.95982533,0.86419466,22.9,21.98,除息,exright
2025-04-17,0.94848485,0.90036659,23.1,21.91,除息,exright
2026-04-16,0.94926829,0.94926829,20.5,19.46,除息,exright
