date,factor,cum_factor,pre_close,ref_price,kind
2015-06-23,0.93391304,0.64540501,40.25,37.59,息
2016-07-05,0.96060606,0.69107613,29.7,28.53,息
2017-07-04,0.96114130,0.71941679,36.8,35.37,息
2018-07-04,0.94296578,0.74850262,39.45,37.2,息
2019-07-03,0.95356037,0.79377496,32.3,30.8,息
2020-07-03,0.97512438,0.83243283,40.2,39.2,息
2021-08-04,0.98921833,0.85366836,185.5,183.5,息
2022-07-01,0.90990991,0.86297265,88.8,80.8,息
2023-07-04,0.97791411,0.94841549,81.5,79.7,息
2024-07-04,0.99417476,0.96983516,103,102.4,息
2025-07-09,0.98011928,0.97551779,50.3,49.3,息
2026-07-02,0.99530516,0.99530516,213,212,息
