date,factor,cum_factor,pre_close,ref_price,kind
2024-05-16,0.97112715,0.83428971,18.01,17.49,息
2024-08-16,0.96236248,0.85909420,17.27,16.62,息
2024-11-19,0.96811772,0.89269295,16.31,15.79,息
2025-02-18,0.99368288,0.92209133,15.83,15.73,息
2025-05-19,0.99310345,0.92795332,14.5,14.4,息
2025-08-18,0.98756906,0.93439744,14.48,14.3,息
2025-11-18,0.98604327,0.94615909,14.33,14.13,息
2026-02-26,0.98550725,0.95955129,15.18,14.96,息
2026-05-19,0.98650307,0.97366234,16.3,16.08,息
2026-08-18,0.98698359,0.98698359,17.67,17.44,息
