date,factor,cum_factor,pre_close,ref_price,kind
2015-07-03,0.93118812,0.61285483,20.2,18.81,權息
2016-06-22,0.93550136,0.65814288,18.45,17.26,權息
2017-06-22,0.95792079,0.70351889,20.2,19.35,息
2018-07-04,0.98979592,0.73442282,44.1,43.65,息
2019-06-19,0.95370370,0.74199419,21.6,20.6,息
2020-07-13,0.95702479,0.77801333,24.2,23.16,息
2021-08-19,0.96987952,0.81295002,24.9,24.15,息
2022-06-23,0.96280088,0.83819692,22.85,22,息
2023-08-09,0.94604317,0.87058180,27.8,26.3,息
2024-07-03,0.97108844,0.92023475,29.4,28.55,息
2025-07-17,0.95642702,0.94763228,22.95,21.95,息
2026-07-06,0.99080460,0.99080460,87,86.2,息
