date,factor,cum_factor,pre_close,ref_price,kind,event
2015-08-03,0.96594203,0.64434149,13.8,13.33,除息,exright
2016-08-09,0.97483871,0.66706021,15.5,15.11,除息,exright
2017-08-10,0.96396396,0.68427752,16.65,16.05,除息,exright
2018-08-09,0.96721311,0.70985798,18.3,17.7,除息,exright
2021-06-21,0.95290424,0.73392097,31.85,30.35,除息,exright
2022-08-05,0.93004769,0.77019383,31.45,29.25,除息,exright
2023-08-22,0.95649485,0.82812294,48.5,46.39,除息,exright
2024-03-29,0.95472561,0.86578924,65.6,62.63,除息,exright
2025-08-05,0.94909910,0.90684614,44.4,42.14,除息,exright
2026-07-22,0.95548098,0.95548098,44.7,42.71,除息,exright
