date,factor,factor_official,cum_factor,pre_close,ref_price,kind,event
2016-06-20,0.92841479,,0.47714043,78,72.41,息,exright
2017-06-28,0.94047619,,0.51393023,84,79,息,exright
2018-06-27,0.92957746,,0.54645746,71,66,息,exright
2019-07-03,0.90817361,,0.58785575,76.5,69.47,權息,exright
2020-06-29,0.92917847,,0.64729446,70.6,65.6,息,exright
2021-08-04,0.94776119,,0.69663093,67,63.5,息,exright
2022-06-27,0.94471744,,0.73502791,81.4,76.9,息,exright
2023-06-27,0.94017094,,0.77803995,117,110,息,exright
2024-06-26,0.94957983,,0.82755158,119,113,息,exright
2025-02-14,0.96490747,,0.87149237,139,134.12,權,exright
2025-06-16,0.94117647,,0.90318751,110.5,104,息,exright
2026-06-24,0.95963673,,0.95963673,49.55,47.55,息,exright
